,image_url,product_name,source
,https://static.zara.net/photos///2020/I/0/1/p/4234/201/942/2/w/560/4234201942_1_1_1.jpg?ts=1595840699372,LIMITED EDITION LEATHER OVAL HANDBAG TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8585/206/015/2/w/560/8585206015_1_1_1.jpg?ts=1595414450382,POLKA DOT PRINT SCARF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/4319/204/303/2/w/560/4319204303_1_1_1.jpg?ts=1592934275934,PACK OF EAR CUFF EARRINGS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8585/202/527/2/w/560/8585202527_1_1_1.jpg?ts=1592552947172,FOULARD PRINT SCARF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/1198/007/405/2/w/560/1198007405_6_1_1.jpg?ts=1595860169783,SHOULDER PAD SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/4646/005/800/2/w/560/4646005800_6_1_1.jpg?ts=1594237711359,ACETATE HEXAGONAL SUNGLASSES Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7795/020/403/2/w/560/7795020403_1_1_1.jpg?ts=1596021979419,DRAPED DETAIL DRESS WITH SHOULDER PADS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8342/304/251/2/w/560/8342304251_6_1_1.jpg?ts=1592562857655,FLOWY DRESS WITH SHOULDER PADS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8342/314/800/2/w/560/8342314800_1_1_1.jpg?ts=1596024084448,DRESS WITH SHOULDER PADS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8342/314/800/2/w/560/8342314800_1_1_1.jpg?ts=1596024084448,DRESS WITH SHOULDER PADS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/1501/630/711/2/w/560/1501630711_6_1_1.jpg?ts=1595860223704,FRONT TEXT T-SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/1501/630/711/2/w/560/1501630711_6_1_1.jpg?ts=1595860223704,FRONT TEXT T-SHIRT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/3067/407/800/2/w/560/3067407800_1_1_1.jpg?ts=1596017775878,CROPPED TOP WITH SHOULDER PADS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/6929/225/406/2/w/560/6929225406_1_1_1.jpg?ts=1596014113817,FLOWY DRESS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/4234/201/942/2/w/560/4234201942_1_1_1.jpg?ts=1595840699372,LIMITED EDITION LEATHER OVAL HANDBAG TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/3067/403/406/2/w/560/3067403406_1_1_1.jpg?ts=1596016186789,PUFFY CROP TOP TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/2749/201/800/2/w/560/2749201800_2_10_1.jpg?ts=1596032899524,LIMITED EDITION LEATHER MINI BAG TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7975/402/611/2/w/560/7975402611_1_1_1.jpg?ts=1596021979333,PRINTED SHOULDER PAD DRESS TRF Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8224/431/800/2/w/560/8224431800_1_1_1.jpg?ts=1595947051589,FLOWY BUTTONED SAHARIANA Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8228/222/407/2/w/560/8228222407_1_1_1.jpg?ts=1595947058415,Z1975 MID-RISE SKINNY JEANS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7729/608/403/2/w/560/7729608403_1_1_1.jpg?ts=1595947031180,SATIN EFFECT PRINTED TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7858/604/420/2/w/560/7858604420_1_1_1.jpg?ts=1595947035907,SATIN EFFECT MINI DRESS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7773/255/520/2/w/560/7773255520_1_1_1.jpg?ts=1595947067931,RUFFLED POPLIN TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8050/496/500/2/w/560/8050496500_2_1_1.jpg?ts=1595947110583,MINI HALTER DRESS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8073/553/526/2/w/560/8073553526_1_1_1.jpg?ts=1595947061074,ANKLE PANTS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8073/653/300/2/w/560/8073653300_1_1_1.jpg?ts=1595947100282,BASIC BLAZER Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8073/653/300/2/w/560/8073653300_1_1_1.jpg?ts=1595947100282,BASIC BLAZER Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8073/553/526/2/w/560/8073553526_1_1_1.jpg?ts=1595947061074,ANKLE PANTS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/1481/202/303/2/w/560/1481202303_1_1_1.jpg?ts=1594648850813,LINKS NECKLACE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7484/027/506/4/w/560/7484027506_1_1_1.jpg?ts=1596016097301,FLOWY TRENCH COAT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7754/316/051/2/w/560/7754316051_1_1_1.jpg?ts=1596039739672,ANIMAL PRINT DRESS Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8204/286/051/2/w/560/8204286051_1_1_1.jpg?ts=1596042922131,ANIMAL PRINT SKORT Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8249/722/800/2/w/560/8249722800_1_1_1.jpg?ts=1596044004655,FAUX LEATHER CROP TOP Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/7951/315/051/2/w/560/7951315051_1_1_1.jpg?ts=1596041403479,ANIMAL PRINT BLOUSE Details,zara
,https://static.zara.net/photos///2020/I/0/1/p/8140/296/046/2/w/560/8140296046_1_1_1.jpg?ts=1596040976765,SATIN EFFECT PRINTED BLOUSE Details,zara
