,URL,source
200,https://www.zara.com/us/en/shoulder-pad-shirt-p00858019.html,zara
201,https://www.zara.com/us/en/crop-top-p00264063.html,zara
202,https://www.zara.com/us/en/animal-print-dress-p03440240.html,zara
203,https://www.zara.com/us/en/medium-hoop-earrings-p04319065.html,zara
204,https://www.zara.com/us/en/patch-pocket-overshirt-p08004182.html,zara
205,https://www.zara.com/us/en/floral-crochet-sweater-p00021016.html,zara
206,https://www.zara.com/us/en/knit-dress-with-buttons-p06771108.html,zara
207,https://www.zara.com/us/en/organza-ruffled-knit-dress-p02142111.html,zara
208,https://www.zara.com/us/en/-pT0359710622.html,zara
209,https://www.zara.com/us/en/limited-edition-leather-wristlet-coin-purse-p03920202.html,zara
210,https://www.zara.com/us/en/wide-leg-pants-p09929029.html,zara
211,https://www.zara.com/us/en/pack-of-sparkly-hoop-earrings-p04736201.html,zara
212,https://www.zara.com/us/en/organza-ruffled-knit-dress-p02142111.html,zara
213,https://www.zara.com/us/en/straight-leg-knit-pants-p01822101.html,zara
214,https://www.zara.com/us/en/embossed-belt-bag-p02555206.html,zara
215,https://www.zara.com/us/en/long-knit-vest-p01822100.html,zara
216,https://www.zara.com/us/en/wide-leg-pants-p09929029.html,zara
217,https://www.zara.com/us/en/basic-shirt-with-pocket-p02173262.html,zara
218,https://www.zara.com/us/en/buttoned-satin-effect-skirt-p02867845.html,zara
219,https://www.zara.com/us/en/satin-lingerie-style-dress-p07756845.html,zara
220,https://www.zara.com/us/en/romantic-knit-top-p04331100.html,zara
221,https://www.zara.com/us/en/long-knit-vest-p01822100.html,zara
222,https://www.zara.com/us/en/limited-edition-leather-wristlet-coin-purse-p03920202.html,zara
223,https://www.zara.com/us/en/metal-button-leggings-p05039223.html,zara
224,https://www.zara.com/us/en/metal-button-leggings-p05039239.html,zara
225,https://www.zara.com/us/en/metal-button-leggings-p05039223.html,zara
226,https://www.zara.com/us/en/puff-sleeve-top-p01165703.html,zara
227,https://www.zara.com/us/en/tuxedo-jacket-p02370545.html,zara
228,https://www.zara.com/us/en/side-stripe-tuxedo-pants-p02368545.html,zara
229,https://www.zara.com/us/en/double-link-necklace-p04736211.html,zara
230,https://www.zara.com/us/en/leggings-with-metallic-buttons-p05039222.html,zara
231,https://www.zara.com/us/en/gingham-leggings-p04387076.html,zara
232,https://www.zara.com/us/en/minimalist-heeled-leather-sandals-p12318610.html,zara
233,https://www.zara.com/us/en/ripped-high-rise-denim-shorts-p05862151.html,zara
234,https://www.zara.com/us/en/mini-flare-pants-p02826628.html,zara
235,https://www.zara.com/us/en/wide-waist-leggings-p05039221.html,zara
236,https://www.zara.com/us/en/metalized-leggings-p03028220.html,zara
237,https://www.zara.com/us/en/double-button-skort-p07868677.html,zara
238,https://www.zara.com/us/en/ruffled-poplin-top-p03666221.html,zara
239,https://www.zara.com/us/en/cropped-buttoned-blazer-p07855677.html,zara
240,https://www.zara.com/us/en/bodysuit-with-shoulder-pads-trf-p00264326.html,zara
241,https://www.zara.com/us/en/ripped-high-rise-denim-shorts-p05862151.html,zara
242,https://www.zara.com/us/en/ripped-high-rise-denim-shorts-p05862151.html,zara
243,https://www.zara.com/us/en/animal-print-heeled-sandals-trf-p13305510.html,zara
244,https://www.zara.com/us/en/metalized-leggings-p03028220.html,zara
245,https://www.zara.com/us/en/-pT0752101712.html,zara
246,https://www.zara.com/us/en/hi-rise-straight-cut-split-shorts-trf-p04365200.html,zara
247,https://www.zara.com/us/en/printed-pajama-top-trf-p03062705.html,zara
248,https://www.zara.com/us/en/printed-pajama-style-pants-trf-p06416156.html,zara
249,https://www.zara.com/us/en/embroidered-eyelet-jumpsuit-trf-p00881301.html,zara
250,https://www.zara.com/us/en/mom-fit-jeans-trf-p08197232.html,zara
251,https://www.zara.com/us/en/mom-fit-jeans-trf-p08197232.html,zara
252,https://www.zara.com/us/en/-pT0752112602.html,zara
253,https://www.zara.com/us/en/voluminous-poplin-dress-trf-p07200106.html,zara
254,https://www.zara.com/us/en/ribbed-leggings-with-slits-p05039226.html,zara
255,https://www.zara.com/us/en/pocket-jacket-trf-p05575200.html,zara
256,https://www.zara.com/us/en/asymmetrical-heeled-sandals-trf-p13302610.html,zara
257,https://www.zara.com/us/en/openwork-embroidered-dress-trf-p00881300.html,zara
258,https://www.zara.com/us/en/square-neck-knit-top-p00014003.html,zara
259,https://www.zara.com/us/en/knitwear-wrap-skirt-p00014004.html,zara
260,https://www.zara.com/us/en/acetate-shield-sunglasses-p00336003.html,zara
261,https://www.zara.com/us/en/strappy-dress-p07911899.html,zara
262,https://www.zara.com/us/en/zw-premium-hw-kick-jeans-in-taupe-p08246250.html,zara
263,https://www.zara.com/us/en/foulard-print-scarf-p08585205.html,zara
264,https://www.zara.com/us/en/combination-dress-p04886249.html,zara
265,https://www.zara.com/us/en/printed-blouse-p07907020.html,zara
266,https://www.zara.com/us/en/printed-shorts-p07870020.html,zara
267,https://www.zara.com/us/en/seamless-shapewear-top-p08779453.html,zara
268,https://www.zara.com/us/en/pocket-denim-jacket-p01224046.html,zara
269,https://www.zara.com/us/en/leather-crossbody-bag-with-flap-p16621610.html,zara
270,https://www.zara.com/us/en/zw-premium-hw-kick-jeans-in-serenity-blue-p09863240.html,zara
271,https://www.zara.com/us/en/voluminous-satin-effect-pants-p05107054.html,zara
272,https://www.zara.com/us/en/printed-mini-skirt-p04043251.html,zara
273,https://www.zara.com/us/en/printed-blouse-with-knot-p04043244.html,zara
274,https://www.zara.com/us/en/zw-premium-hw-kick-jeans-in-taupe-p08246250.html,zara
275,https://www.zara.com/us/en/printed-dress-with-belt-p08115276.html,zara
276,https://www.zara.com/us/en/leather-crossbody-bag-with-flap-p16621610.html,zara
277,https://www.zara.com/us/en/floral-print-dress-p09878171.html,zara
278,https://www.zara.com/us/en/combination-printed-mini-dress-p03564151.html,zara
279,https://www.zara.com/us/en/lace-crop-top-trf-p04215414.html,zara
280,https://www.zara.com/us/en/printed-skort-p09878172.html,zara
281,https://www.zara.com/us/en/ripped-high-rise-denim-shorts-p05862151.html,zara
282,https://www.zara.com/us/en/--doan-ly-print-t-shirt-p05644711.html,zara
283,https://www.zara.com/us/en/high-rise-denim-shorts-p06147165.html,zara
284,https://www.zara.com/us/en/tortoiseshell-buckle-belt-p01736060.html,zara
285,https://www.zara.com/us/en/oversized-cotton-shirt-p03510021.html,zara
286,https://www.zara.com/us/en/embroidered-poplin-top-p07200051.html,zara
287,https://www.zara.com/us/en/balloon-top-p00858047.html,zara
288,https://www.zara.com/us/en/t-shirt-with-tulle-p00085101.html,zara
289,https://www.zara.com/us/en/rubberized-combination-dress-p05580650.html,zara
290,https://www.zara.com/us/en/denim-jacket-trf-p04743071.html,zara
291,https://www.zara.com/us/en/mom-fit-jeans-trf-p08197232.html,zara
292,https://www.zara.com/us/en/denim-jacket-trf-p04743071.html,zara
293,https://www.zara.com/us/en/mom-fit-jeans-trf-p08197232.html,zara
294,https://www.zara.com/us/en/textured-twist-earrings-p01856204.html,zara
295,https://www.zara.com/us/en/frayed-hi-rise-denim-shorts-trf-p05252003.html,zara
296,https://www.zara.com/us/en/denim-fabric-shoulder-bag-p16790610.html,zara
297,https://www.zara.com/us/en/denim-shirt-trf-p08197020.html,zara
298,https://www.zara.com/us/en/belted-denim-shorts-trf-p09123067.html,zara
299,https://www.zara.com/us/en/ripped-denim-mini-skirt-trf-p05252294.html,zara
300,https://www.zara.com/us/en/ripped-denim-mini-skirt-trf-p03643293.html,zara
301,https://www.zara.com/us/en/denim-mini-skirt-trf-p05252012.html,zara
302,https://www.zara.com/us/en/denim-jacket-trf-p04743071.html,zara
303,https://www.zara.com/us/en/hi-rise-wide-leg-cropped-jeans-trf-p06688046.html,zara
304,https://www.zara.com/us/en/frayed-mid-rise-denim-shorts-trf-p04365001.html,zara
305,https://www.zara.com/us/en/mom-fit-jeans-trf-p08197033.html,zara
306,https://www.zara.com/us/en/ruffled-shirt-dress-trf-p06929014.html,zara
307,https://www.zara.com/us/en/frayed-hi-rise-denim-shorts-trf-p05252003.html,zara
308,https://www.zara.com/us/en/denim-shirt-trf-p08197023.html,zara
309,https://www.zara.com/us/en/mom-fit-denim-shorts-trf-p08197005.html,zara
310,https://www.zara.com/us/en/hi-rise-denim-shorts-trf-p08197006.html,zara
311,https://www.zara.com/us/en/animal-print-handkerchief-p04758034.html,zara
312,https://www.zara.com/us/en/mom-fit-jeans-trf-p08197133.html,zara
313,https://www.zara.com/us/en/cropped-denim-jacket-trf-p05252073.html,zara
314,https://www.zara.com/us/en/hi-rise-trumpet-jeans-trf-p06688044.html,zara
